1581110627068712,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1581110627078211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1581110627087774,0.718186,-3.818842,-0.650423,-0.758184,-0.024415,0.010542,-0.651498,4369.886723,276.082415,-915.943074,4363.174537,274.799709,-1035.948806,4509.785743,227.263065,-1163.817858,4356.484869,273.405041,-1155.977044,4280.134334,296.231841,-1152.020534
1581110627097876,0.718191,-3.818853,-0.650424,-0.758226,-0.024452,0.010540,-0.651448,4369.879728,276.087420,-915.948522,4363.171358,274.804012,-1035.954460,4509.786163,227.265068,-1163.818529,4356.485505,273.408640,-1155.982902,4280.135074,296.236236,-1152.028974
1581110627107599,0.718188,-3.818852,-0.650410,-0.758216,-0.024318,0.010643,-0.651463,4369.862284,276.100283,-915.944795,4363.161620,274.809249,-1035.951082,4509.787638,227.272184,-1163.802991,4356.483481,273.406252,-1155.979865,4280.131314,296.229117,-1152.032153
1581110627117644,0.718157,-3.818816,-0.650368,-0.758058,-0.024378,0.010964,-0.651639,4369.886237,276.096909,-915.929733,4363.164390,274.813775,-1035.934920,4509.766751,227.281500,-1163.815737,4356.465063,273.418679,-1155.962614,4280.114132,296.243090,-1151.999973
1581110627128149,0.718187,-3.818848,-0.650404,-0.758216,-0.024381,0.010621,-0.651461,4369.862013,276.112816,-915.922949,4363.147411,274.827966,-1035.928523,4509.756764,227.291440,-1163.799743,4356.455328,273.431153,-1155.956601,4280.104516,296.256828,-1151.998929
1581110627138710,0.718181,-3.818839,-0.650395,-0.758222,-0.024480,0.010674,-0.651449,4369.825075,276.135941,-915.898885,4363.113028,274.849026,-1035.904580,4509.720175,227.293888,-1163.771409,4356.423488,273.450144,-1155.932776,4280.075025,296.284059,-1151.977345
1581110627147363,0.718184,-3.818845,-0.650407,-0.758202,-0.024502,0.010602,-0.651473,4369.847738,276.121407,-915.911127,4363.131748,274.832945,-1035.916585,4509.735339,227.278308,-1163.787677,4356.438267,273.432517,-1155.944543,4280.089615,296.265413,-1151.986869
1581110627157649,0.718186,-3.818850,-0.650413,-0.758221,-0.024501,0.010612,-0.651451,4369.833126,276.097494,-915.981977,4363.178902,274.789185,-1035.990661,4509.856789,227.241730,-1163.779195,4356.547219,273.368910,-1156.021816,4280.192344,296.188352,-1152.106828
