1581112320035339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1581112320039841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1581112320049391,0.778030,-3.799929,-0.650887,-0.807411,0.001309,-0.009379,-0.589914,4368.544636,276.522424,-915.542590,4361.434733,275.360592,-1035.526647,4507.495337,227.535641,-1163.917248,4354.346970,274.086756,-1155.533379,4278.072140,297.117282,-1151.306533
1581112320059603,0.778027,-3.799934,-0.650877,-0.807416,0.001510,-0.009468,-0.589904,4368.560210,276.525179,-915.553610,4361.447204,275.362263,-1035.537473,4507.500108,227.521706,-1163.931020,4354.356326,274.087339,-1155.544008,4278.083767,297.125097,-1151.315596
1581112320069490,0.778028,-3.799934,-0.650886,-0.807491,0.001576,-0.009474,-0.589802,4368.577205,276.491713,-915.560207,4361.453318,275.349302,-1035.543621,4507.494662,227.530966,-1163.958594,4354.351558,274.094887,-1155.549730,4278.079342,297.131783,-1151.310460
1581112320079801,0.778035,-3.799933,-0.650877,-0.807402,0.001461,-0.009483,-0.589923,4368.554914,276.516304,-915.540965,4361.436765,275.360521,-1035.524592,4507.488708,227.542579,-1163.927657,4354.340755,274.092735,-1155.530900,4278.066135,297.122780,-1151.297644
1581112320090847,0.778038,-3.799937,-0.650884,-0.807397,0.001458,-0.009404,-0.589931,4368.538809,276.530121,-915.524722,4361.418515,275.375957,-1035.508237,4507.457082,227.523213,-1163.913550,4354.320331,274.109784,-1155.514434,4278.051256,297.157967,-1151.280003
1581112320099862,0.778025,-3.799935,-0.650882,-0.807430,0.001501,-0.009380,-0.589887,4368.529494,276.537938,-915.524884,4361.414531,275.375111,-1035.508631,4507.459701,227.516052,-1163.904081,4354.321682,274.100273,-1155.515052,4278.051976,297.147288,-1151.285633
1581112320110223,0.778025,-3.799931,-0.650878,-0.807452,0.001462,-0.009441,-0.589856,4368.544832,276.522952,-915.535570,4361.426907,275.369746,-1035.519234,4507.466540,227.513181,-1163.921911,4354.331090,274.104532,-1155.525581,4278.062657,297.155094,-1151.292538
1581112320119601,0.778029,-3.799917,-0.650880,-0.807439,0.001395,-0.009489,-0.589873,4368.573025,276.495602,-915.559083,4361.453201,275.346399,-1035.542674,4507.489091,227.488482,-1163.949103,4354.355481,274.085187,-1155.548950,4278.087958,297.138414,-1151.314008
1581112320129677,0.778030,-3.799931,-0.650900,-0.807461,0.001415,-0.009513,-0.589842,4368.586411,276.487229,-915.570426,4361.461235,275.335868,-1035.553677,4507.495741,227.489958,-1163.966155,4354.358172,274.072499,-1155.559615,4278.088695,297.118673,-1151.321490
1581112320140486,0.778015,-3.799922,-0.650883,-0.807484,0.001304,-0.009396,-0.589813,4368.557248,276.526627,-915.555533,4361.436435,275.366733,-1035.538962,4507.476465,227.514508,-1163.942804,4354.337738,274.094830,-1155.545068,4278.067685,297.139902,-1151.311317
1581112320149671,0.778016,-3.799920,-0.650887,-0.807460,0.001479,-0.009545,-0.589843,4368.575933,276.491414,-915.568274,4361.451674,275.343479,-1035.551613,4507.485708,227.496444,-1163.964209,4354.349525,274.083537,-1155.557641,4278.080733,297.131976,-1151.319507
1581112320160124,0.778015,-3.799909,-0.650886,-0.807431,0.001388,-0.009462,-0.589885,4368.525406,276.537628,-915.530623,4361.408029,275.384789,-1035.514324,4507.451600,227.539666,-1163.916785,4354.312768,274.119942,-1155.520708,4278.042661,297.164988,-1151.287792
1581112320170427,0.778022,-3.799920,-0.650880,-0.807457,0.001392,-0.009495,-0.589848,4368.526237,276.539451,-915.516588,4361.404520,275.387269,-1035.500038,4507.440065,227.531703,-1163.907736,4354.304910,274.123077,-1155.506171,4278.036625,297.173650,-1151.270522
