1581112487559360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1581112487567520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1581112487577601,0.775071,-3.797737,-0.652310,-0.800109,-0.015655,-0.028530,-0.598971,4368.725768,276.644375,-915.658112,4361.714884,275.505018,-1035.648211,4507.841171,227.571623,-1163.923580,4354.726062,274.253641,-1155.660982,4278.467620,297.349355,-1151.494556
1581112487587160,0.775058,-3.797719,-0.652299,-0.800127,-0.015633,-0.028446,-0.598952,4368.720472,276.646619,-915.649795,4361.713344,275.507029,-1035.640111,4507.842349,227.569118,-1163.910697,4354.728275,274.255418,-1155.653097,4278.470344,297.353266,-1151.489161
1581112487597690,0.775042,-3.797697,-0.652276,-0.800173,-0.015336,-0.028638,-0.598889,4368.719347,276.644327,-915.662949,4361.716488,275.502141,-1035.653490,4507.850322,227.562328,-1163.917863,4354.735690,274.247933,-1155.666698,4278.477479,297.345435,-1151.505963
1581112487606529,0.775053,-3.797711,-0.652290,-0.800238,-0.015655,-0.028723,-0.598789,4368.702133,276.638304,-915.666569,4361.704560,275.499542,-1035.657451,4507.845626,227.568585,-1163.916895,4354.729053,274.248760,-1155.671003,4278.469880,297.343556,-1151.512898
1581112487618085,0.775061,-3.797724,-0.652300,-0.800132,-0.015544,-0.028598,-0.598941,4368.722517,276.645622,-915.658446,4361.717174,275.506448,-1035.648871,4507.847436,227.566837,-1163.917390,4354.733889,274.255252,-1155.661965,4278.476218,297.354152,-1151.499113
1581112487626713,0.775049,-3.797712,-0.652299,-0.800164,-0.015291,-0.028600,-0.598905,4368.726341,276.642076,-915.651004,4361.718867,275.506305,-1035.641336,4507.848633,227.576196,-1163.913971,4354.733454,274.258513,-1155.654342,4278.474976,297.354376,-1151.489401
1581112487637860,0.775063,-3.797725,-0.652304,-0.800172,-0.015627,-0.028680,-0.598881,4368.727164,276.635906,-915.677926,4361.733209,275.487836,-1035.668930,4507.877042,227.543316,-1163.920151,4354.761317,274.227744,-1155.682594,4278.502561,297.324662,-1151.528629
1581112487647803,0.775056,-3.797706,-0.652288,-0.800240,-0.015516,-0.028798,-0.598787,4368.718389,276.646080,-915.671152,4361.720799,275.494583,-1035.661912,4507.865102,227.560726,-1163.916582,4354.745282,274.231065,-1155.675329,4278.484502,297.320968,-1151.519519
