0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.731815,-3.806293,-0.652021,-0.853050,-0.019520,-0.000232,-0.521464,4372.253813,274.439274,-917.603391,4366.315558,272.774145,-1037.645213,4513.615600,224.394338,-1164.401533,4360.399646,270.996914,-1157.709021,4284.090632,294.053287,-1154.323905
0.731815,-3.806295,-0.652022,-0.853060,-0.019524,-0.000243,-0.521447,4372.244792,274.444037,-917.591205,4366.306082,272.785106,-1037.633090,4513.602095,224.400156,-1164.392130,4360.389707,271.014072,-1157.696967,4284.082457,294.076091,-1154.310538
0.731812,-3.806290,-0.652010,-0.852943,-0.019230,-0.000108,-0.521649,4372.244510,274.428228,-917.604410,4366.308288,272.768370,-1037.646406,4513.610293,224.393528,-1164.402339,4360.394408,270.996412,-1157.710392,4284.085427,294.052936,-1154.325564
0.731832,-3.806332,-0.652043,-0.853045,-0.019469,-0.000172,-0.521474,4372.241715,274.433867,-917.598281,4366.304583,272.773673,-1037.640227,4513.605720,224.398782,-1164.397149,4360.389793,271.001378,-1157.704163,4284.080792,294.057758,-1154.318817
0.731836,-3.806325,-0.652048,-0.852986,-0.019635,-0.000110,-0.521564,4372.249601,274.433924,-917.619423,4366.317031,272.767327,-1037.661506,4513.622238,224.383217,-1164.410180,4360.406802,270.988629,-1157.725572,4284.098040,294.046414,-1154.344391
0.731834,-3.806274,-0.652039,-0.853074,-0.019333,-0.000101,-0.521432,4372.246615,274.421895,-917.616279,4366.317942,272.759093,-1037.658606,4513.624860,224.371066,-1164.403798,4360.411607,270.984188,-1157.722921,4284.103922,294.045813,-1154.343601
0.731826,-3.806279,-0.652040,-0.853001,-0.019339,0.000000,-0.521551,4372.244469,274.439695,-917.618355,4366.317653,272.770112,-1037.660680,4513.634914,224.402539,-1164.401657,4360.413195,270.988429,-1157.724986,4284.101322,294.036492,-1154.347755
0.731838,-3.806300,-0.652056,-0.852994,-0.019401,0.000037,-0.521560,4372.254866,274.428209,-917.612183,4366.324290,272.764116,-1037.654399,4513.629012,224.374116,-1164.401389,4360.416049,270.987920,-1157.718600,4284.108510,294.049884,-1154.338327
