1584923151026391,0.017310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1584923151029068,0.017215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1584923151039754,0.017574,-0.975765,3.292024,-0.765578,-0.996949,-0.030957,-0.011974,-0.070654,4765.993329,-432.302068,-1497.448699,4758.306076,-429.587426,-1617.372055,4693.703954,-576.772066,-1736.822129,4750.504487,-426.888182,-1737.310890,4778.643264,-352.226971,-1737.494561
1584923151049227,0.017274,-0.975758,3.292043,-0.765547,-0.996927,-0.031252,-0.012014,-0.070819,4766.096582,-432.323908,-1497.222099,4758.373823,-429.430567,-1617.138996,4694.125101,-576.584151,-1736.817720,4750.536764,-426.552894,-1737.071369,4778.481849,-351.818773,-1737.137889
1584923151059491,0.017445,-0.975766,3.292025,-0.765541,-0.996923,-0.031304,-0.012016,-0.070850,4765.985093,-432.286614,-1497.439188,4758.305445,-429.583938,-1617.363302,4693.670477,-576.765132,-1736.799852,4750.511458,-426.896630,-1737.302898,4778.670379,-352.243032,-1737.493694
1584923151069011,0.017047,-0.975740,3.292025,-0.765543,-0.996945,-0.031003,-0.011854,-0.070709,4765.986390,-432.312534,-1497.429402,4758.327243,-429.595546,-1617.354504,4693.724098,-576.766820,-1736.820492,4750.553760,-426.893933,-1737.295110,4778.707034,-352.238170,-1737.471772
1584923151079297,0.017337,-0.975779,3.292016,-0.765536,-0.996926,-0.031177,-0.011927,-0.070876,4767.431023,-433.454588,-1495.763785,4760.167504,-430.232143,-1615.700984,4695.100781,-576.569121,-1735.937763,4752.789614,-427.024358,-1735.654106,4781.370677,-352.531381,-1735.453539
1584923151089029,0.017038,-0.975780,3.292026,-0.765539,-0.996914,-0.031382,-0.011994,-0.070955,4765.985291,-432.286731,-1497.438446,4758.291039,-429.582937,-1617.361598,4693.670207,-576.773920,-1736.793735,4750.482449,-426.894532,-1737.300221,4778.627062,-352.235543,-1737.492712
1584923151099195,0.017234,-0.975758,3.292031,-0.765530,-0.996929,-0.031254,-0.012030,-0.070793,4768.976883,-429.374668,-1508.242051,4761.778133,-426.210492,-1628.184706,4696.989733,-572.688150,-1748.400476,4754.465041,-423.061144,-1748.143344,4782.939707,-348.527398,-1747.956081
1584923151108665,0.016663,-0.975753,3.292048,-0.765570,-0.996944,-0.030924,-0.012049,-0.070719,4767.421894,-433.467077,-1495.759408,4760.167045,-430.233693,-1615.696837,4695.136778,-576.570428,-1735.953633,4752.797828,-427.014989,-1735.650199,4781.365047,-352.516729,-1735.439793
1584923151119261,0.017280,-0.975751,3.292033,-0.765546,-0.996921,-0.031371,-0.012245,-0.070806,4766.000491,-432.298430,-1497.455333,4758.306657,-429.584855,-1617.378291,4693.711003,-576.775505,-1736.824458,4750.498488,-426.886688,-1737.316721,4778.630768,-352.223032,-1737.502129
1584923151129187,0.017170,-0.975744,3.292097,-0.765563,-0.996927,-0.030972,-0.012132,-0.070930,4765.993328,-432.302068,-1497.448699,4758.306076,-429.587426,-1617.372055,4693.703956,-576.772067,-1736.822129,4750.504488,-426.888182,-1737.310890,4778.643264,-352.226971,-1737.494560
1584923151138287,0.016312,-0.975759,3.292024,-0.765524,-0.996933,-0.031339,-0.012117,-0.070676,4767.463673,-433.457861,-1495.766664,4760.179034,-430.231708,-1615.702482,4695.101442,-576.568949,-1735.933059,4752.780021,-427.020221,-1735.654204,4781.355986,-352.525282,-1735.456002
1584923151148234,0.016308,-0.975752,3.292062,-0.765556,-0.996939,-0.030933,-0.011830,-0.070816,4765.972900,-432.298012,-1497.440828,4758.293726,-429.585337,-1617.364746,4693.713568,-576.777224,-1736.817768,4750.500218,-426.888071,-1737.304150,4778.632075,-352.224250,-1737.486647
1584923151157747,0.015772,-0.975762,3.292024,-0.765520,-0.996908,-0.031385,-0.012156,-0.071005,4768.982333,-429.295646,-1508.272271,4761.764421,-426.122219,-1628.213530,4697.011349,-572.611574,-1748.434082,4754.432171,-422.963661,-1748.170757,4782.879705,-348.419563,-1747.980385
1584923151168016,0.016030,-0.975765,3.292036,-0.765536,-0.996918,-0.031351,-0.012109,-0.070884,4767.426423,-433.454522,-1495.762999,4760.167795,-430.232336,-1615.700501,4695.095310,-576.565453,-1735.938861,4752.794794,-427.024801,-1735.653930,4781.381160,-352.533861,-1735.452735
1584923151177320,0.015327,-0.975754,3.292026,-0.765544,-0.996923,-0.031411,-0.012052,-0.070802,4765.981250,-432.289118,-1497.439397,4758.300652,-429.586043,-1617.363441,4693.674810,-576.770671,-1736.800699,4750.505716,-426.898345,-1737.302967,4778.659619,-352.242853,-1737.493374
1584923151186943,0.014987,-0.975740,3.292068,-0.765551,-0.996928,-0.031084,-0.012012,-0.070877,4765.969388,-432.299225,-1497.439323,4758.299876,-429.586784,-1617.363865,4693.708835,-576.771112,-1736.820315,4750.516029,-426.889736,-1737.303902,4778.658114,-352.229765,-1737.485018
1584923151197229,0.015204,-0.975753,3.292030,-0.765543,-0.996919,-0.031344,-0.012109,-0.070876,4765.965528,-432.301544,-1497.440351,4758.309158,-429.589813,-1617.365749,4693.713783,-576.768226,-1736.827143,4750.538452,-426.893461,-1737.306653,4778.689237,-352.236765,-1737.485755
1584923151207455,0.015499,-0.975744,3.292035,-0.765543,-0.996937,-0.031266,-0.011956,-0.070685,4765.968946,-432.300390,-1497.436420,4758.301575,-429.587511,-1617.361089,4693.711006,-576.770774,-1736.819108,4750.519869,-426.890025,-1737.301254,4778.662785,-352.230366,-1737.481656
1584923151217012,0.015041,-0.975752,3.292032,-0.765530,-0.996931,-0.031278,-0.012072,-0.070745,4765.985100,-432.286606,-1497.439185,4758.305463,-429.583938,-1617.363299,4693.670480,-576.765132,-1736.799843,4750.511486,-426.896639,-1737.302897,4778.670420,-352.243046,-1737.493697
1584923151227098,0.015055,-0.975739,3.292067,-0.765546,-0.996961,-0.030983,-0.011875,-0.070487,4765.972720,-432.300140,-1497.439510,4758.321608,-429.599873,-1617.365502,4693.731459,-576.789701,-1736.815658,4750.556162,-426.914987,-1737.307003,4778.706960,-352.258310,-1737.492008
1584923151237048,0.015046,-0.975772,3.292042,-0.765524,-0.996921,-0.031341,-0.012049,-0.070860,4765.985100,-432.286606,-1497.439184,4758.305464,-429.583939,-1617.363299,4693.670481,-576.765132,-1736.799843,4750.511489,-426.896640,-1737.302897,4778.670424,-352.243047,-1737.493696
1584923151247115,0.015162,-0.975753,3.292048,-0.765523,-0.996927,-0.031336,-0.012088,-0.070774,4766.009038,-432.289451,-1497.448562,4758.311665,-429.584582,-1617.371490,4693.665594,-576.766083,-1736.801653,4750.499952,-426.895086,-1737.309884,4778.655583,-352.240253,-1737.503239
1584923151257570,0.015525,-0.975763,3.292012,-0.765562,-0.996925,-0.031421,-0.012215,-0.070737,4765.969389,-432.299224,-1497.439324,4758.299874,-429.586783,-1617.363866,4693.708834,-576.771113,-1736.820315,4750.516026,-426.889735,-1737.303902,4778.658110,-352.229764,-1737.485018
1584923151267243,0.015261,-0.975739,3.292041,-0.765541,-0.996925,-0.031339,-0.012086,-0.070794,4765.978046,-432.290188,-1497.438000,4758.306268,-429.587357,-1617.362614,4693.670930,-576.765276,-1736.803000,4750.520151,-426.899888,-1737.302718,4778.683174,-352.247833,-1737.491866
1584923151277202,0.015202,-0.975753,3.292022,-0.765547,-0.996926,-0.031228,-0.012010,-0.070839,4765.993436,-432.278254,-1497.432145,4758.302984,-429.574245,-1617.355536,4693.673779,-576.760395,-1736.789099,4750.498193,-426.885618,-1737.294401,4778.648868,-352.228912,-1737.486307
