1584925582597739,0.000000,0.000000,0.000000,0.999962,0.004309,0.007602,0.000104
1584925582602752,0.000000,0.000000,0.000000,0.999962,0.004259,0.007548,0.000111
1584925582607764,-0.000004,0.000008,0.000020,0.999963,0.004058,0.007558,0.000069
1584925582612777,-0.000007,0.000012,0.000030,0.999963,0.004071,0.007556,0.000077
1584925582617790,-0.000010,0.000016,0.000043,0.999963,0.004073,0.007561,0.000077
1584925582622803,-0.000011,0.000014,0.000061,0.999963,0.004073,0.007555,0.000074
1584925582627816,-0.000013,0.000015,0.000078,0.999963,0.004069,0.007558,0.000079
1584925582632828,-0.000014,0.000015,0.000095,0.999963,0.004077,0.007552,0.000094
1584925582637841,-0.000016,0.000017,0.000108,0.999963,0.004067,0.007550,0.000093
1584925582642854,-0.000019,0.000017,0.000127,0.999963,0.004077,0.007545,0.000081
1584925582647867,-0.000222,-0.000031,-0.000477,0.999953,0.002499,0.009351,0.000074
1584925582652880,-0.000238,-0.000032,-0.000493,0.999953,0.002503,0.009352,0.000087
1584925582657893,-0.000266,-0.000037,-0.000510,0.999953,0.002496,0.009361,0.000100
1584925582662905,-0.000297,-0.000041,-0.000523,0.999953,0.002500,0.009356,0.000095
1584925582667918,-0.000341,-0.000048,-0.000537,0.999953,0.002507,0.009354,0.000116
1584925582672931,-0.000380,-0.000054,-0.000546,0.999953,0.002507,0.009349,0.000114
1584925582677944,-0.000128,0.000008,-0.000471,0.999972,0.002804,0.006940,0.000108
1584925582682957,-0.000132,0.000006,-0.000468,0.999972,0.002809,0.006936,0.000104
1584925582687969,-0.000141,-0.000006,-0.000466,0.999972,0.002815,0.006940,0.000110
1584925582692982,-0.000147,-0.000015,-0.000458,0.999972,0.002822,0.006934,0.000113
1584925582697995,-0.000152,-0.000025,-0.000446,0.999972,0.002816,0.006922,0.000117
1584925582703008,-0.000153,-0.000035,-0.000427,0.999972,0.002825,0.006929,0.000117
1584925582708021,-0.000155,-0.000047,-0.000408,0.999972,0.002821,0.006934,0.000129
1584925582713033,-0.000049,-0.000025,-0.000400,0.999978,0.003188,0.005851,0.000157
1584925582718046,-0.000037,-0.000024,-0.000385,0.999978,0.003177,0.005853,0.000158
1584925582723059,-0.000025,-0.000030,-0.000368,0.999978,0.003182,0.005861,0.000157
1584925582728072,-0.000013,-0.000034,-0.000350,0.999978,0.003191,0.005857,0.000149
1584925582733085,-0.000005,-0.000041,-0.000330,0.999978,0.003189,0.005865,0.000156
1584925582738098,0.000006,-0.000046,-0.000308,0.999978,0.003192,0.005860,0.000153
1584925582743110,-0.000049,0.000009,-0.000295,0.999972,0.003480,0.006565,0.000156
1584925582748123,-0.000041,0.000000,-0.000261,0.999972,0.003480,0.006558,0.000150
1584925582753136,-0.000035,-0.000006,-0.000229,0.999973,0.003467,0.006546,0.000160
1584925582758149,-0.000030,-0.000014,-0.000198,0.999973,0.003480,0.006543,0.000153
1584925582763162,-0.000028,-0.000021,-0.000174,0.999973,0.003467,0.006536,0.000157
1584925582768175,-0.000024,-0.000030,-0.000143,0.999973,0.003486,0.006539,0.000150
1584925582773187,-0.000020,-0.000040,-0.000108,0.999973,0.003472,0.006538,0.000145
1584925582778200,-0.000066,-0.000002,-0.000282,0.999968,0.003605,0.007126,0.000130
1584925582783213,-0.000058,-0.000005,-0.000250,0.999968,0.003602,0.007136,0.000123
1584925582788226,-0.000048,-0.000006,-0.000213,0.999968,0.003602,0.007145,0.000132
