0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.716528,-3.805274,-0.652234,-0.744691,-0.018203,0.008919,-0.667101,4371.593334,274.686162,-917.176202,4365.365358,273.046482,-1037.203692,4512.375402,224.747619,-1164.327016,4359.159711,271.294713,-1157.253248,4282.851007,294.323441,-1153.678283
0.716535,-3.805284,-0.652237,-0.744666,-0.018244,0.008992,-0.667127,4371.565565,274.697108,-917.162741,4365.341755,273.063424,-1037.190528,4512.354394,224.764918,-1164.310986,4359.140270,271.317652,-1157.240387,4282.832339,294.349187,-1153.667007
0.716527,-3.805276,-0.652228,-0.744649,-0.018206,0.008989,-0.667147,4371.592742,274.687148,-917.165024,4365.356250,273.057222,-1037.192204,4512.356225,224.765227,-1164.329780,4359.142084,271.315209,-1157.241461,4282.834152,294.345371,-1153.659262
0.716535,-3.805266,-0.652222,-0.744769,-0.018221,0.008872,-0.667015,4371.605849,274.694290,-917.178531,4365.373074,273.052809,-1037.205747,4512.375879,224.744929,-1164.334015,4359.162621,271.299237,-1157.255028,4282.855124,294.331559,-1153.677461
0.716537,-3.805275,-0.652230,-0.744676,-0.018244,0.009048,-0.667116,4371.639505,274.675361,-917.207139,4365.400807,273.032452,-1037.234028,4512.396927,224.721700,-1164.368935,4359.184430,271.277453,-1157.282982,4282.877312,294.310496,-1153.701943
0.716533,-3.805267,-0.652234,-0.744707,-0.018270,0.008876,-0.667083,4371.662493,274.669464,-917.198926,4365.412654,273.027768,-1037.225252,4512.398972,224.724892,-1164.374484,4359.185140,271.273983,-1157.273646,4282.877369,294.303707,-1153.685196
0.716537,-3.805267,-0.652225,-0.744713,-0.018385,0.008951,-0.667071,4371.656390,274.641249,-917.209048,4365.416310,273.015508,-1037.236099,4512.411147,224.723535,-1164.379624,4359.198552,271.277679,-1157.285231,4282.891387,294.309913,-1153.700011
0.716528,-3.805273,-0.652230,-0.744675,-0.018289,0.008982,-0.667116,4371.580294,274.714271,-917.165068,4365.354463,273.073623,-1037.192656,4512.364333,224.765664,-1164.312725,4359.150956,271.320885,-1157.242308,4282.843396,294.353661,-1153.669011
