1584925332024650,0.015507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1584925332024942,0.015645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1584925332037261,0.017745,-0.993828,3.283653,-0.765027,-0.981312,-0.018582,-0.022300,0.190223,4760.992452,-439.422220,-1494.222882,4751.895008,-437.742659,-1614.066489,4690.885317,-587.754581,-1731.876986,4742.683636,-436.082365,-1733.924190,4768.331429,-360.535072,-1734.882423
1584925332045358,0.015084,-0.993819,3.283565,-0.765050,-0.981272,-0.018515,-0.021989,0.190472,4761.162481,-439.323579,-1494.143187,4751.876706,-437.741841,-1613.973680,4690.031908,-587.625009,-1731.512310,4742.476899,-436.178898,-1733.818060,4768.446900,-360.743502,-1734.904825
1584925332057898,0.018395,-0.993835,3.283640,-0.765019,-0.981262,-0.018285,-0.022222,0.190517,4760.930226,-439.416470,-1494.215073,4751.881710,-437.742018,-1614.062456,4690.896244,-587.750765,-1731.889539,4742.719270,-436.086816,-1733.923979,4768.379345,-360.543614,-1734.875915
1584925332065244,0.015705,-0.993813,3.283630,-0.765043,-0.981237,-0.017896,-0.022311,0.190671,4760.947617,-439.421240,-1494.204524,4751.885406,-437.743183,-1614.050821,4690.896360,-587.751779,-1731.876243,4742.709270,-436.084381,-1733.911246,4768.364313,-360.539474,-1734.863446
1584925332077976,0.018448,-0.993812,3.283665,-0.765043,-0.981295,-0.018200,-0.022534,0.190320,4761.223568,-439.315748,-1494.174472,4751.901193,-437.737040,-1614.002163,4690.004015,-587.617439,-1731.516750,4742.464779,-436.177115,-1733.843706,4768.442655,-360.744583,-1734.940987
1584925332084558,0.015049,-0.993823,3.283675,-0.765045,-0.981290,-0.018306,-0.022466,0.190342,4761.244128,-439.316995,-1494.198342,4751.906573,-437.737804,-1614.024845,4689.992956,-587.617187,-1731.532066,4742.454977,-436.177393,-1733.865185,4768.433486,-360.745124,-1734.965515
1584925332095545,0.016117,-0.993828,3.283592,-0.765041,-0.981311,-0.018553,-0.021968,0.190266,4760.971423,-439.403915,-1494.259149,4751.897694,-437.736651,-1614.104726,4690.855434,-587.741465,-1731.907402,4742.710033,-436.088614,-1733.964417,4768.385847,-360.550902,-1734.927565
1584925332107525,0.018070,-0.993819,3.283683,-0.765046,-0.981288,-0.018041,-0.022194,0.190409,4760.930222,-439.416469,-1494.215073,4751.881710,-437.742018,-1614.062456,4690.896250,-587.750765,-1731.889540,4742.719274,-436.086816,-1733.923979,4768.379348,-360.543614,-1734.875915
1584925332114995,0.015388,-0.993816,3.283631,-0.765023,-0.981298,-0.018212,-0.022118,0.190353,4760.975426,-439.448760,-1494.195372,4751.909087,-437.762329,-1614.041240,4690.902246,-587.757976,-1731.873935,4742.728820,-436.095144,-1733.901233,4768.390671,-360.552500,-1734.849589
1584925332126409,0.017030,-0.993816,3.283675,-0.765022,-0.981206,-0.018067,-0.022039,0.190848,4760.962089,-439.422994,-1494.231133,4751.886199,-437.744421,-1614.076388,4690.880960,-587.751568,-1731.895272,4742.696383,-436.085103,-1733.935758,4768.352685,-360.540657,-1734.890671
1584925332134513,0.015116,-0.993821,3.283623,-0.765013,-0.981286,-0.018545,-0.021990,0.190395,4761.208513,-439.310308,-1494.183894,4751.898762,-437.735704,-1614.012621,4690.001601,-587.615818,-1731.527579,4742.474972,-436.179872,-1733.855210,4768.459121,-360.749506,-1734.952843
1584925332144934,0.015445,-0.993827,3.283689,-0.765022,-0.981245,-0.018052,-0.022120,0.190638,4760.985802,-439.405446,-1494.284776,4751.903663,-437.736563,-1614.129693,4690.845568,-587.737185,-1731.929503,4742.707591,-436.086902,-1733.988717,4768.387108,-360.550462,-1734.952950
1584925332154508,0.015099,-0.993817,3.283620,-0.765031,-0.981281,-0.018394,-0.022160,0.190414,4761.239759,-439.317559,-1494.199440,4751.905609,-437.737827,-1614.026201,4689.998978,-587.617951,-1731.536159,4742.457419,-436.176879,-1733.866803,4768.434144,-360.743976,-1734.965905
1584925332164988,0.015518,-0.993795,3.283691,-0.765036,-0.981248,-0.017978,-0.022105,0.190631,4760.979491,-439.427767,-1494.220589,4751.889895,-437.745587,-1614.064754,4690.881065,-587.752581,-1731.881973,4742.686372,-436.082668,-1733.923023,4768.337643,-360.536517,-1734.878200
