1586018872056528,0.015084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1586018872060944,0.014721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1586018872071142,0.014877,-0.963372,4.217420,-0.748097,-0.919588,-0.002867,-0.016399,0.392532,4772.641230,-412.309181,-1699.961364
1586018872081201,0.015020,-0.963385,4.217404,-0.748099,-0.919603,-0.002722,-0.016504,0.392493,4772.635407,-412.322769,-1699.984494
1586018872091149,0.014881,-0.963370,4.217426,-0.748101,-0.919607,-0.002702,-0.016434,0.392485,4772.373533,-412.025561,-1699.272706
1586018872101198,0.014919,-0.963365,4.217463,-0.748143,-0.919707,-0.002349,-0.016895,0.392235,4773.023578,-412.046601,-1699.233852
1586018872111267,0.014976,-0.963342,4.217459,-0.748112,-0.919645,-0.002731,-0.016606,0.392389,4772.617261,-412.079297,-1699.258752
1586018872121167,0.014904,-0.963378,4.217430,-0.748119,-0.919632,-0.002732,-0.016766,0.392414,4772.586535,-412.327535,-1700.027913
1586018872131342,0.015008,-0.963370,4.217435,-0.748112,-0.919637,-0.002702,-0.016502,0.392414,4772.642866,-412.078597,-1699.249419
1586018872141555,0.015350,-0.963118,4.217870,-0.748205,-0.920429,-0.002756,-0.016597,0.390548,4772.403665,-411.986662,-1699.279661
1586018872150952,0.014704,-0.963382,4.217421,-0.748102,-0.919589,-0.002866,-0.016372,0.392530,4772.595019,-412.321229,-1699.965904
1586018872160972,0.014758,-0.963387,4.217425,-0.748110,-0.919586,-0.002833,-0.016378,0.392538,4773.040199,-412.037034,-1699.230112
1586018872171052,0.014797,-0.963365,4.217439,-0.748117,-0.919629,-0.002462,-0.016390,0.392438,4772.539397,-412.020593,-1699.244142
1586018872181243,0.014985,-0.963387,4.217414,-0.748090,-0.919635,-0.002853,-0.016580,0.392414,4772.662140,-412.069563,-1699.230498
1586018872191084,0.014848,-0.963366,4.217437,-0.748102,-0.919665,-0.002525,-0.016477,0.392349,4772.560808,-412.321373,-1700.004536
1586018872201211,0.015024,-0.963384,4.217431,-0.748127,-0.919631,-0.002685,-0.016873,0.392412,4772.652874,-412.326534,-1700.001690
1586018872210831,0.014691,-0.963382,4.217427,-0.748119,-0.919628,-0.002737,-0.016813,0.392422,4772.346285,-411.984883,-1699.270268
1586018872221082,0.014752,-0.963374,4.217437,-0.748112,-0.919660,-0.002772,-0.016749,0.392349,4772.572269,-412.285763,-1699.960895
1586018872231299,0.015071,-0.963364,4.217440,-0.748102,-0.919673,-0.002713,-0.016541,0.392327,4772.536782,-412.317573,-1700.037695
1586018872240980,0.014838,-0.963086,4.217891,-0.748209,-0.920437,-0.002893,-0.016653,0.390524,4772.550050,-412.276490,-1699.965927
