1584925331611191,0.000000,0.000000,0.000000,0.999481,0.025468,0.019723,-0.000416
1584925331616204,0.000000,0.000000,0.000000,0.999531,0.024619,0.018198,-0.000431
1584925331621216,-0.000011,0.000004,0.000049,0.999488,0.025254,0.019646,-0.000382
1584925331626229,-0.000015,0.000005,0.000072,0.999488,0.025252,0.019651,-0.000370
1584925331631241,-0.000006,0.000000,0.000100,0.999488,0.025258,0.019642,-0.000367
1584925331636254,-0.000002,-0.000001,0.000131,0.999488,0.025257,0.019639,-0.000372
1584925331641266,0.000005,-0.000004,0.000166,0.999488,0.025251,0.019636,-0.000365
1584925331646279,0.000011,-0.000005,0.000205,0.999488,0.025255,0.019632,-0.000374
1584925331651292,0.000018,-0.000008,0.000248,0.999488,0.025253,0.019635,-0.000373
1584925331656304,-0.000101,0.000009,-0.000010,0.999497,0.025280,0.019136,-0.000346
1584925331661317,-0.000110,0.000011,0.000013,0.999497,0.025281,0.019149,-0.000338
1584925331666329,-0.000121,0.000012,0.000035,0.999497,0.025275,0.019151,-0.000338
1584925331671342,-0.000133,0.000014,0.000060,0.999497,0.025277,0.019143,-0.000343
1584925331676354,-0.000147,0.000014,0.000086,0.999497,0.025279,0.019147,-0.000335
1584925331681367,-0.000161,0.000015,0.000116,0.999497,0.025286,0.019148,-0.000327
1584925331686379,-0.000176,0.000015,0.000149,0.999497,0.025280,0.019142,-0.000326
1584925331691392,-0.000038,0.000005,0.000054,0.999520,0.024489,0.018950,-0.000346
1584925331696405,-0.000035,0.000001,0.000094,0.999520,0.024498,0.018957,-0.000346
1584925331701417,-0.000031,-0.000002,0.000142,0.999520,0.024480,0.018970,-0.000339
1584925331706430,-0.000024,-0.000007,0.000198,0.999520,0.024490,0.018979,-0.000333
1584925331711442,-0.000017,-0.000011,0.000252,0.999520,0.024490,0.018985,-0.000325
1584925331716455,-0.000009,-0.000015,0.000311,0.999520,0.024487,0.018985,-0.000332
1584925331721467,0.000008,0.000021,0.000021,0.999511,0.024478,0.019434,-0.000305
1584925331726480,0.000034,0.000019,0.000041,0.999512,0.024473,0.019429,-0.000318
1584925331731492,0.000052,0.000018,0.000067,0.999512,0.024470,0.019436,-0.000306
1584925331736505,0.000070,0.000016,0.000096,0.999512,0.024465,0.019436,-0.000317
1584925331741518,0.000076,0.000012,0.000132,0.999512,0.024469,0.019437,-0.000316
1584925331746530,0.000089,0.000009,0.000168,0.999512,0.024468,0.019437,-0.000339
1584925331751543,0.000101,0.000005,0.000209,0.999512,0.024464,0.019442,-0.000336
1584925331756555,-0.000020,0.000020,0.000007,0.999511,0.024476,0.019435,-0.000361
1584925331761568,-0.000018,0.000015,0.000031,0.999512,0.024469,0.019433,-0.000358
1584925331766580,-0.000016,0.000010,0.000057,0.999512,0.024469,0.019431,-0.000365
1584925331771593,-0.000036,0.000011,0.000095,0.999512,0.024471,0.019429,-0.000357
